uid,kind,domain,task,service,unit,title,must_teach,qualifier,distractor_angles,difficulty,priority,status,existing_uid,gap_note,batch
aws-single-az-three-tier-to-ha-mcq-04,mcq,D2,2.1,ELB,"Designing event-driven, microservice, multi-tier architectures",Single-AZ three-tier app must survive an AZ failure; choose two,(1) Put the app tier in an Auto Scaling group spanning at least two AZs behind an ALB whose subnets are in both AZs; (2) convert the RDS instance to Multi-AZ. Together every tier survives one AZ loss with automatic failover.,choose-two,"right service wrong feature: an RDS read replica in the same AZ scales reads but does not fail over automatically; violates qualifier: a second Region with Route 53 failover is DR, more than the AZ requirement and far costlier; violates constraint: larger instance types (vertical) leave the single-AZ SPOF in place",3,P0,new,,,B1 黄金五张（MCQ，跑通流程）
aws-spiky-container-api-no-hosts-mcq-12,mcq,D2,2.1,Fargate,Determining when to use containers,Containerised API with spiky traffic and nobody to patch hosts; least ops,"ECS on Fargate with service auto scaling behind an ALB: per-task billing, AWS patches the hosts, tasks scale with request count.",least-ops,violates qualifier: ECS EC2 launch type leaves AMIs and patching to the team; violates qualifier: EKS with self-managed nodes adds Kubernetes and host operations; superseded: Elastic Beanstalk single-container Docker still runs on EC2 you own,1,P0,new,,,B2.3 P0 新卡
aws-sqs-fifo-per-product-order-mcq-08,mcq,D2,2.1,SQS,Determining the AWS services required to achieve loose coupling,Inventory updates per product must be ordered and never duplicated,SQS FIFO queue with MessageGroupId = product ID and content-based or explicit deduplication ID; ordering is per group so different products still process in parallel.,choose-two,right service wrong feature: a standard queue with an idempotent consumer removes duplicates but not reordering; wrong service: SNS FIFO alone has no consumer buffer without an SQS FIFO subscription; wrong service: Kinesis Data Streams orders per shard but adds shard management and checkpointing for a queueing job,2,P0,new,,"spec note: Make it single-answer with FIFO vs standard-plus-idempotent-consumer as the real trade-off, mark partial → aws-sqs-fifo-",B2.2 P0 新卡
aws-sqs-poison-message-blocking-mcq-09,mcq,D2,2.1,SQS,Determining the AWS services required to achieve loose coupling,A malformed message keeps crashing consumers and blocking the queue; choose two,(1) Attach a redrive policy with maxReceiveCount so the message moves to a dead-letter queue after N receives; (2) set the visibility timeout longer than the maximum processing time so healthy messages are not redelivered mid-processing.,choose-two,"right service wrong feature: raising message retention keeps the poison message longer; wrong feature: switching to FIFO adds ordering, not isolation; wrong feature: long polling cuts empty receives, unrelated to failures",3,P1,new,,,B4.2 P1 新卡
aws-api-management-lifecycle,concept,D2,2.1,API Gateway,API creation and management,"API management: stages, throttling, usage plans, canary, custom domains","API Gateway is the managed front door: stages map to environments, stage variables and canary deployments release safely, usage plans + API keys meter clients, the account default is 10,000 RPS / 5,000 burst per Region, custom domain needs an ACM cert in the API's Region (us-east-1 for edge-optimized). Trap: an ALB or a Lambda function URL is enough when you need no metering, caching or auth transformation.",,,2,P1,partial,aws-api-gateway-caching-and-throttling,live card covers stage cache + usage plans; missing stages/canary/custom domain/ALB-vs-APIGW rule,B3 修补 partial 卡（补角度/补 usage/改难度）
aws-container-orchestration-choice,concept,D2,2.1,EKS,"The orchestration of containers (ECS, EKS)",ECS vs EKS: Kubernetes only when the requirement says Kubernetes,"Choose EKS when the requirement mentions Kubernetes, Helm, portability or existing manifests; choose ECS otherwise for AWS-native simplicity. Both run on Fargate or EC2.",,,1,P1,exists,aws-eks-vs-ecs,overlaps aws-container-orchestration-ecs-eks: write it from a different angle/scenario (The D2 concept is the live aws-eks-vs-ecs card with no gap; the D3 con),—
aws-containerize-migration-path,concept,D2,2.1,ECS,How to migrate applications into containers,"Path to containers: image, ECR, ECS/EKS, externalised state","Steps: build an image (Dockerfile or App2Container for existing Java/.NET apps) -> push to ECR -> run on ECS or EKS, choosing Fargate when nobody should manage hosts -> move state to EFS volumes, ElastiCache, or a database -> inject config/secrets from SSM Parameter Store or Secrets Manager. Trap: a container that writes to its own filesystem is not horizontally scalable.",,,2,P1,new,,,B4.5 P1 新卡
aws-edge-accelerator-offload,concept,D2,2.1,CloudFront,How to appropriately use edge accelerators (CDN),"Edge accelerators: CloudFront vs Global Accelerator, and when neither","CloudFront caches HTTP(S) at 600+ edge locations and terminates TCP/TLS near the viewer so even dynamic pages get faster; use it to offload origin and cut data-transfer cost. Global Accelerator gives two static anycast IPs and routes TCP/UDP over the AWS backbone with no caching, for non-HTTP or fixed-IP needs. Neither helps when the bottleneck is the database or a write path.",,,2,P1,partial,aws-global-accelerator-vs-cloudfront,"D3 card covers the choice; origin-offload/scaling angle and when neither applies missing | overlaps aws-edge-networking-cloudfront-vs-ga: write it from a different angle/scenario (D2 and D3 both teach CloudFront (HTTP cache, TLS near viewer) vs Globa)",B3 修补 partial 卡（补角度/补 usage/改难度）
aws-event-driven-architecture,concept,D2,2.1,EventBridge,Event-driven architectures,"Event-driven design: sources, routers, idempotent consumers","Producers emit events (S3 notifications, DynamoDB Streams, EventBridge from AWS services and SaaS, application PutEvents); a router (EventBridge rules, SNS) fans them to consumers (Lambda, SQS, Step Functions) that must be idempotent because delivery is at-least-once and ordering is not guaranteed. Benefits: producers never wait or know consumers, spikes are absorbed. Failure handling: retries, DLQs, archive/replay.",,,2,P0,partial,aws-sqs-sns-eventbridge-choice,"choice card lists the routers; event sources, at-least-once/idempotency rule and failure path missing",B3 修补 partial 卡（补角度/补 usage/改难度）
aws-horizontal-vs-vertical-scaling,concept,D2,2.1,Auto Scaling,Horizontal scaling and vertical scaling,Scale out vs scale up: when each is the only option,"Horizontal = add instances/tasks (ASG, ECS service auto scaling, read replicas): no ceiling, no downtime, needs stateless tiers and a load balancer. Vertical = bigger instance/class: has a ceiling, requires a stop/start or RDS failover, but is the only option for a single-writer database or licence-bound app. Decision: stateless -> horizontal; single writer -> vertical or Aurora/global tables.",,,1,P1,new,,,B4.5 P1 新卡
aws-load-balancing-scaling-angle,concept,D2,2.1,ELB,Load balancing concepts (T2.1 scaling angle),"Load balancing for scale: target groups, health checks, ASG attachment","A load balancer decouples clients from a fleet: targets register in target groups, only healthy targets get traffic, and attaching the group to an Auto Scaling group makes scale-out invisible to clients. ALB (layer 7) routes per host/path to different microservices; NLB (layer 4) handles millions of TCP/UDP connections with static IPs. Trap: a load balancer does not add capacity, the ASG does.",,,1,P1,partial,aws-alb-vs-nlb,live card covers L4 vs L7; target-group/health-check/ASG integration model missing | also covered in part by live aws-asg-health-checks-elb-vs-ec2 | overlaps aws-load-balancing-concepts: write it from a different angle/scenario (D2 'scaling angle' and D3 'concepts' both map to live aws-alb-vs-nlb a),B3 修补 partial 卡（补角度/补 usage/改难度）
aws-managed-vs-self-hosted-rule,concept,D2,2.1,-,AWS managed services with appropriate use cases,"Managed-service substitution rule: SFTP, queues, secrets, cron, brokers","When a requirement says least operational overhead, replace the self-run component with its managed twin: SFTP on EC2 -> Transfer Family, RabbitMQ/ActiveMQ on EC2 -> Amazon MQ, home-grown queue -> SQS, cron box -> EventBridge Scheduler, secrets in config files -> Secrets Manager. Managed wins unless the requirement names a protocol or OS-level control the managed service cannot give.",,,2,P1,new,,spec note: Keep as a d1 intro card only if the deck wants a rule-of-thumb section; otherwise merge into aws-security-best-practices,B4.5 P1 新卡
aws-microservice-design-principles,concept,D2,2.1,-,Design principles for microservices (stateless vs stateful),"Microservice principles: stateless, own datastore, async, isolated failure","Each service is independently deployable, owns its data store, talks to others through APIs or events not shared tables, and keeps no local session state so any instance can serve any request and be replaced. Stateful pieces (sessions, uploads, locks) move to ElastiCache, DynamoDB, S3 or EFS. Trap: sticky sessions and shared databases are the two ways a design stops being microservices.",,,2,P1,new,,spec note: Keep only the 'shared database and sticky sessions are the two ways a design stops being microservices' trap as a line i,B4.5 P1 新卡
aws-multi-tier-architecture,concept,D2,2.1,ELB,Multi-tier architectures,"Three-tier layout: which subnet, which AZ, what sits between tiers","Web/app/data tiers live in separate subnets: ALB in public subnets, app ASG in private subnets, database in isolated private subnets, every tier in at least two AZs. Tiers talk through a load balancer or a queue so each scales and fails independently; security groups reference the upstream tier's group rather than CIDRs. Trap: putting the database in a public subnet or in one AZ.",,,1,P1,new,,"overlaps aws-multi-tier-topology-pattern: write it from a different angle/scenario (D2 concept, D3 pattern, D3 aws-subnet-tiers-pattern and D1 aws-public-)",B4.5 P1 新卡
aws-queue-vs-topic-vs-bus,concept,D2,2.1,SQS,Queuing and messaging concepts (publish/subscribe),"Queue vs topic vs event bus: buffering, fan-out, routing","Queue (SQS): one consumer group, buffered, retried, pulled. Topic (SNS): push fan-out to many subscribers, no buffering. Bus (EventBridge): content-based routing rules, schema registry, SaaS and AWS-service events. Combine SNS->SQS for durable fan-out.",,,2,P1,exists,aws-sqs-sns-eventbridge-choice,,—
