uid,kind,domain,topic,difficulty,fragment,position,order_in_deck,source_url,fact_checked,verified_at,checked_by,changes
ccdvf-memory-tool-client-side,feature,D8,D8 Tools & MCP,d2,D8.md,277,2770,https://platform.claude.com/docs/en/agents-and-tools/tool-use/memory-tool,"memory_20250818 name memory, client-side; commands view/create/str_replace/insert/delete/rename; /memories prefix mapped to your storage; API auto-adds memory protocol system prompt ('ALWAYS VIEW YOUR MEMORY DIRECTORY BEFORE DOING ANYTHING ELSE', 'ASSUME INTERRUPTION'); persistence via same tools entry + same store; path traversal protection (/memories prefix, canonical resolve, reject ../, %2e%2e%2f); cap file sizes, expire stale files; pairs with context editing and compaction",2026-09-21,check-D8,"verified, no change"
ccdvf-computer-use-toolset,feature,D8,D8 Tools & MCP,d2,D8.md,278,2780,https://platform.claude.com/docs/en/agents-and-tools/tool-use/computer-use-tool,"computer_toolset_20260801, no name field; 17 member tools (screenshot, zoom, left_click, type, key, scroll, wait...); tool_use carries toolset_name 'computer', dispatch on (toolset_name, name) pair; configs per member enabled/defer_loading; cache_control entry only; allowed_callers ['direct'] only; batch actions run sequentially, stop at first failure, skipped actions return is_error with exact text 'Not executed: an earlier computer action in this turn failed.'; only screenshot and zoom need image results; security: dedicated VM, domain allowlist, human confirmation for consequential actions",2026-09-21,check-D8,"verified, no change"
ccdvf-computer-use-toolset,feature,D8,D8 Tools & MCP,d2,D8.md,278,2780,https://platform.claude.com/docs/en/agents-and-tools/tool-use/tool-reference,Toolset entries reject strict: true and input_examples; defer_loading per member not on entry; tool_choice type tool naming the toolset rejected,2026-09-21,check-D8,"verified, no change"
ccdvf-tool-cache-control-placement,feature,D8,D8 Tools & MCP,d2,D8.md,279,2790,https://platform.claude.com/docs/en/agents-and-tools/tool-use/tool-use-with-prompt-caching,cache_control ephemeral on last tool caches entire tool-definitions prefix; mcp_toolset and computer/browser toolsets: breakpoint on the entry; prefix hierarchy tools → system → messages; modifying tool definitions invalidates entire cache; toggling web search or citations invalidates system and messages; tool_choice / disable_parallel_tool_use / images / thinking params invalidate messages; defer_loading preserves prefix cache; automatic 5-minute breakpoint on server tool results when caching enabled,2026-09-21,check-D8,"A: thinking parameters do not invalidate ""only messages"": per the prompt-caching table they always invalidate messages and also tools+system on models that render the thinking config ahead of them; output_config.effort added"
ccdvf-tool-cache-control-placement,feature,D8,D8 Tools & MCP,d2,D8.md,279,2790,https://platform.claude.com/docs/en/agents-and-tools/tool-use/tool-search-tool,A tool with defer_loading: true cannot also carry cache_control: 400; put breakpoint on a non-deferred tool,2026-09-21,check-D8,"A: thinking parameters do not invalidate ""only messages"": per the prompt-caching table they always invalidate messages and also tools+system on models that render the thinking config ahead of them; output_config.effort added"
ccdvf-server-tools-mixed-turn,feature,D8,D8 Tools & MCP,d2,D8.md,280,2800,https://platform.claude.com/docs/en/agents-and-tools/tool-use/server-tools,"Server + client tool in same parallel group: stop_reason tool_use, server_tool_use without result block, no other marker; continue with user message containing only tool_result blocks and same tools array; text after results → 400 naming unresolved server tool; dropping tool → 400 'but no web_fetch tool was provided'; next response begins with result block for earlier srvtoolu_ id; pause_turn never leaves a client tool_use waiting, re-send content as-is; mcp_tool_use behaves the same",2026-09-21,check-D8,"verified, no change"
ccdvf-tool-use-system-prompt-overhead,feature,D8,D8 Tools & MCP,d2,D8.md,281,2810,https://platform.claude.com/docs/en/agents-and-tools/tool-use/overview,"Tool use system prompt token counts: Opus 5 286 (auto/none) / 406 (any/tool); Sonnet 5 354 / 474; Haiku 4.5 496 / 588; none with no tools = 0; additional tokens from tools parameter, tool_use blocks, tool_result blocks; server tools may add usage-based charges",2026-09-21,check-D8,USAGE: budget widened from 300–600 to 300–800 hidden tokens because Opus 4.7 is 675/804 in the overview pricing table
ccdvf-tool-use-system-prompt-overhead,feature,D8,D8 Tools & MCP,d2,D8.md,281,2810,https://platform.claude.com/docs/en/agents-and-tools/tool-use/bash-tool,Bash tool definition adds 325 input tokens on Opus 5,2026-09-21,check-D8,USAGE: budget widened from 300–600 to 300–800 hidden tokens because Opus 4.7 is 675/804 in the overview pricing table
ccdvf-skills-api-mechanics,feature,D8,D8 Tools & MCP,d2,D8.md,282,2820,https://platform.claude.com/docs/en/agents-and-tools/agent-skills/overview,"API: skill_id in container parameter with code execution tool required; pre-built pptx/xlsx/docx/pdf; custom Skills via /v1/skills, workspace-wide; API Skills no network access, no runtime package installation; not covered by ZDR; Claude Code: ~/.claude/skills/ personal, .claude/skills/ project, plugins; pre-built document Skills not available in Claude Code; claude.ai custom Skills per-user zip uploads, no admin distribution; Skills do not sync across surfaces; security: audit Skills, treat like installing software",2026-09-21,check-D8,"verified, no change"
ccdvf-client-vs-server-tools,pattern,D8,D8 Tools & MCP,d2,D8.md,283,2830,https://platform.claude.com/docs/en/agents-and-tools/tool-use/overview,"Client tools (user-defined + Anthropic-schema bash/text_editor) run in your app: stop_reason tool_use, you return tool_result; server tools (web_search, web_fetch, code_execution, tool_search) run on Anthropic infrastructure, results returned directly unless mixed with client tool",2026-09-21,check-D8,"verified, no change"
ccdvf-client-vs-server-tools,pattern,D8,D8 Tools & MCP,d2,D8.md,283,2830,https://platform.claude.com/docs/en/agents-and-tools/tool-use/how-tool-use-works,"Three buckets: user-defined client, Anthropic-schema client, server-executed; you never construct tool_result for server tools; approach table: custom logic/internal APIs → user-defined; standard dev ops → Anthropic-schema; web search/sandbox/fetch → server",2026-09-21,check-D8,"verified, no change"
ccdvf-builtin-vs-custom-vs-skill-vs-mcp,pattern,D8,D8 Tools & MCP,d2,D8.md,284,2840,https://platform.claude.com/docs/en/agents-and-tools/tool-use/how-tool-use-works,"User-defined tools for custom business logic, internal APIs, proprietary data; server tools when Anthropic handles execution (code sandbox, web search, fetch)",2026-09-21,check-D8,"A: final sentence paraphrased the three distractors of official sample question 3 (hard-code into prompt, paste data, built-in reaches internal API); replaced with original over-reach examples"
ccdvf-builtin-vs-custom-vs-skill-vs-mcp,pattern,D8,D8 Tools & MCP,d2,D8.md,284,2840,https://platform.claude.com/docs/en/agents-and-tools/agent-skills/overview,"Skills = reusable filesystem-based procedural knowledge (workflows, scripts), load on demand, reduce repetition, shareable across projects",2026-09-21,check-D8,"A: final sentence paraphrased the three distractors of official sample question 3 (hard-code into prompt, paste data, built-in reaches internal API); replaced with original over-reach examples"
ccdvf-builtin-vs-custom-vs-skill-vs-mcp,pattern,D8,D8 Tools & MCP,d2,D8.md,284,2840,https://modelcontextprotocol.io/docs/learn/architecture,MCP servers expose capabilities to many hosts/clients; remote Streamable HTTP servers serve many clients,2026-09-21,check-D8,"A: final sentence paraphrased the three distractors of official sample question 3 (hard-code into prompt, paste data, built-in reaches internal API); replaced with original over-reach examples"
ccdvf-stdio-vs-streamable-http,pattern,D8,D8 Tools & MCP,d2,D8.md,285,2850,https://modelcontextprotocol.io/docs/learn/architecture,"stdio: local processes, same machine, no network overhead, typically single client; Streamable HTTP: HTTP POST + optional SSE, remote, bearer tokens/API keys/custom headers, OAuth recommended, many clients; same JSON-RPC 2.0 messages",2026-09-21,check-D8,"verified, no change"
ccdvf-stdio-vs-streamable-http,pattern,D8,D8 Tools & MCP,d2,D8.md,285,2850,https://platform.claude.com/docs/en/agents-and-tools/mcp-connector,Connector requires publicly exposed HTTP (Streamable HTTP and SSE); local STDIO servers cannot be connected directly,2026-09-21,check-D8,"verified, no change"
ccdvf-stdio-vs-streamable-http,pattern,D8,D8 Tools & MCP,d2,D8.md,285,2850,https://code.claude.com/docs/en/mcp,"Claude Code supports http (recommended), sse (deprecated), stdio transports",2026-09-21,check-D8,"verified, no change"
ccdvf-mcp-connector-vs-own-client,pattern,D8,D8 Tools & MCP,d2,D8.md,286,2860,https://platform.claude.com/docs/en/agents-and-tools/mcp-connector,"Use mcp_servers when remote servers by URL and only tools needed; use client-side helpers for local servers, prompts, resources, more control; helpers mcpTools(tools, mcpClient), mcpMessages(messages), mcpResourceToContent(resource), mcpResourceToFile(resource); UnsupportedMCPValueError for unsupported content/MIME/resource links",2026-09-21,check-D8,"verified, no change"
ccdvf-defer-loading-which-tools,pattern,D8,D8 Tools & MCP,d2,D8.md,287,2870,https://platform.claude.com/docs/en/agents-and-tools/tool-use/tool-search-tool,"Keep 3–5 most used tools non-deferred; never defer the tool search tool; 400 'At least one tool must have defer_loading=false'; MCP: set on mcp_toolset default_config or per tool configs; computer/browser toolsets: per member in configs, same value on every enabled member, never on entry; system prompt naming tool categories",2026-09-21,check-D8,"verified, no change"
ccdvf-programmatic-vs-direct-calling,pattern,D8,D8 Tools & MCP,d2,D8.md,288,2880,https://platform.claude.com/docs/en/agents-and-tools/tool-use/programmatic-tool-calling,"['direct'] default; ['code_execution_20260120'] guides calling from code; choose one caller rather than both; not a hard API block or security boundary, client must still handle direct tool_use; 20 employees example N→1 round trips; describe output format so code can parse",2026-09-21,check-D8,"verified, no change"
ccdvf-fix-selection-vs-fix-inputs,pattern,D8,D8 Tools & MCP,d2,D8.md,289,2890,https://platform.claude.com/docs/en/agents-and-tools/tool-use/strict-tool-use,Without strict Claude might return '2' instead of 2 or omit required fields; strict guarantees typed arguments,2026-09-21,check-D8,"verified, no change"
ccdvf-fix-selection-vs-fix-inputs,pattern,D8,D8 Tools & MCP,d2,D8.md,289,2890,https://platform.claude.com/docs/en/agents-and-tools/tool-use/overview,"Missing required parameters: Opus much more likely to ask, Sonnet might infer a value; not guaranteed",2026-09-21,check-D8,"verified, no change"
ccdvf-fix-selection-vs-fix-inputs,pattern,D8,D8 Tools & MCP,d2,D8.md,289,2890,https://platform.claude.com/docs/en/agents-and-tools/tool-use/handle-tool-calls,Invalid tool use usually means insufficient description detail; retry with more detailed descriptions; is_error naming missing parameter; strict eliminates missing parameters,2026-09-21,check-D8,"verified, no change"
ccdvf-parallel-run-strategy,pattern,D8,D8 Tools & MCP,d2,D8.md,290,2900,https://platform.claude.com/docs/en/agents-and-tools/tool-use/parallel-tool-use,"Sequential with stop on first failure is valid; skipped calls return is_error 'Not executed: the preceding write_file call failed.'; parallel failure due to prerequisite → natural error, Claude reissues; computer/browser toolsets require sequential stop-on-failure with exact skip text; system prompt 'Only batch tool calls that are independent of each other.'",2026-09-21,check-D8,"verified, no change"
ccdvf-approval-pattern-enforced-vs-prompted,pattern,D8,D8 Tools & MCP,d2,D8.md,291,2910,https://code.claude.com/docs/en/permissions,"Rules evaluated deny, then ask, then allow, first match wins; allow cannot carve exception out of deny; permission rules enforced by Claude Code not the model; PreToolUse hooks run before permission prompt; hook decisions do not override deny/ask rules; blocking hook (exit code 2) precedes allow rules; MCP rule syntax mcp__server__tool",2026-09-21,check-D8,"verified, no change"
